Name,Rarity,Class,Element,Type,Impact,Range,Shield Duration,Handling,Reload Speed,Aim Assistance,Inventory Size,Airborne Effectiveness,Rounds Per Minute,Charge Time,Magazine,Perks,Stability,Zoom,Recoil,Accuracy,Draw Time,Velocity,Blast Radius,Swing Speed,Guard Efficiency,Guard Resistance,Charge Rate,Ammo Capacity
BADLANDS MK.24,Rare,Any,Energy,Shotgun,65.0,37.0,,62.0,54.0,42.0,10.0,,80.0,,7.0,"['Lightweight Frame', 'Rifled Barrel', 'Full Choke', 'Accurized Rounds', 'Full Auto Trigger System']",30.0,12.0,47.0,,,,,,,,,
BOTHERATION MK.28,Rare,Any,Energy,Shotgun,80.0,19.0,,20.0,29.0,27.0,28.0,,55.0,,5.0,"['Aggressive Frame', 'Hammer-Forged Rifling', 'Smallbore', 'Extended Mag', 'Auto-Loading Holster']",16.0,12.0,55.0,,,,,,,,,
FUSSED DARK MK.21,Rare,Any,Energy,Shotgun,70.0,56.0,,33.0,40.0,67.0,37.0,,65.0,,6.0,"['Precision Frame', 'Barrel Shroud', 'Smoothbore', 'Flared Magwell', 'Moving Target']",36.0,12.0,67.0,,,,,,,,,
FUSSED DARK MK.21,Rare,Any,Energy,Shotgun,70.0,56.0,,33.0,40.0,67.0,37.0,,65.0,,6.0,"['Precision Frame', 'Barrel Shroud', 'Smoothbore', 'Flared Magwell', 'Moving Target']",36.0,12.0,67.0,,,,,,,,,
REQUIEM-43,Rare,Any,Energy,Shotgun,70.0,55.0,,66.0,40.0,35.0,44.0,,65.0,,6.0,"['Pinpoint Slug Frame', 'Rifled Barrel', 'Barrel Shroud', 'Extended Mag', 'High-Caliber Rounds', 'Outlaw']",45.0,12.0,52.0,,,,,,,,,
DISSONANCE-34,Rare,Any,Energy,Sidearm,35.0,18.0,,50.0,35.0,55.0,62.0,,450.0,,15.0,"['Rapid-Fire Frame', 'Shortspec SAS', 'Tactic SAS', 'Ricochet Rounds', 'Moving Target']",60.0,12.0,86.0,,,,,,,,,
DISSONANCE-34,Rare,Any,Energy,Sidearm,35.0,18.0,,50.0,35.0,55.0,62.0,,450.0,,15.0,"['Rapid-Fire Frame', 'Shortspec SAS', 'Tactic SAS', 'Ricochet Rounds', 'Moving Target']",60.0,12.0,86.0,,,,,,,,,
REQUIEM SI2,Rare,Any,Energy,Sidearm,75.0,24.0,,48.0,33.0,68.0,40.0,,491.0,,30.0,"['Omolon Adaptive Frame', 'Target SAS', 'Shortspec SAS', 'Steady Rounds', 'Threat Detector']",75.0,12.0,90.0,,,,,,,,,
REQUIEM SI2,Rare,Any,Energy,Sidearm,75.0,24.0,,48.0,33.0,68.0,40.0,,491.0,,30.0,"['Omolon Adaptive Frame', 'Target SAS', 'Shortspec SAS', 'Steady Rounds', 'Threat Detector']",75.0,12.0,90.0,,,,,,,,,
VINEGAROON-2SI,Rare,Any,Energy,Sidearm,43.0,16.0,,61.0,46.0,63.0,24.0,,360.0,,15.0,"['Lightweight Frame', 'Tactic SAS', 'Target SAS', 'Drop Mag', 'Opening Shot']",33.0,12.0,87.0,,,,,,,,,
VINEGAROON-2SI,Rare,Any,Energy,Sidearm,43.0,16.0,,61.0,46.0,63.0,24.0,,360.0,,15.0,"['Lightweight Frame', 'Tactic SAS', 'Target SAS', 'Drop Mag', 'Opening Shot']",33.0,12.0,87.0,,,,,,,,,
AACHEN-LR2,Rare,Any,Energy,Sniper Rifle,70.0,40.0,,36.0,34.0,56.0,32.0,,90.0,,4.0,"['Adaptive Frame', 'EagleEye SLR20', 'Ambush SLH25', 'Armor-Piercing Rounds', 'Snapshot Sights']",36.0,40.0,50.0,,,,,,,,,
DAMIETTA-LR2,Rare,Any,Energy,Sniper Rifle,90.0,67.0,,22.0,27.0,39.0,25.0,,72.0,,3.0,"['Aggressive Frame', 'Ambush SLH25', 'Longview SLR20', 'Accurized Rounds', 'Dragonfly']",17.0,43.0,64.0,,,,,,,,,
DAMIETTA-LR2,Rare,Any,Energy,Sniper Rifle,90.0,67.0,,22.0,27.0,39.0,25.0,,72.0,,3.0,"['Aggressive Frame', 'Ambush SLH25', 'Longview SLR20', 'Accurized Rounds', 'Dragonfly']",17.0,43.0,64.0,,,,,,,,,
TONGEREN-LR3,Rare,Any,Energy,Sniper Rifle,55.0,25.0,,62.0,52.0,66.0,28.0,,140.0,,5.0,"['Rapid-Fire Frame', 'Longview SLR20', 'Longview SLR10', 'Ricochet Rounds', 'Field Prep']",31.0,35.0,48.0,,,,,,,,,
TONGEREN-LR3,Rare,Any,Energy,Sniper Rifle,55.0,25.0,,62.0,52.0,66.0,28.0,,140.0,,5.0,"['Rapid-Fire Frame', 'Longview SLR20', 'Longview SLR10', 'Ricochet Rounds', 'Field Prep']",31.0,35.0,48.0,,,,,,,,,
FURINA-2MG,Rare,Any,Energy,Submachine Gun,15.0,17.0,,62.0,23.0,43.0,63.0,,900.0,,36.0,"['Lightweight Frame', 'Fluted Barrel', 'Smallbore', 'Tactical Mag', 'Snapshot Sights']",34.0,13.0,87.0,,,,,,,,,
FURINA-2MG,Rare,Any,Energy,Submachine Gun,15.0,17.0,,62.0,23.0,43.0,63.0,,900.0,,36.0,"['Lightweight Frame', 'Fluted Barrel', 'Smallbore', 'Tactical Mag', 'Snapshot Sights']",34.0,13.0,87.0,,,,,,,,,
HARMONY-21,Rare,Any,Energy,Submachine Gun,20.0,33.0,,45.0,46.0,44.0,38.0,,900.0,,32.0,"['Adaptive Frame', 'SLO-21 Post', 'SPO-57 Front', 'Appended Mag', 'Grave Robber']",32.0,13.0,90.0,,,,,,,,,
HARMONY-21,Rare,Any,Energy,Submachine Gun,20.0,33.0,,45.0,46.0,44.0,38.0,,900.0,,32.0,"['Adaptive Frame', 'SLO-21 Post', 'SPO-57 Front', 'Appended Mag', 'Grave Robber']",32.0,13.0,90.0,,,,,,,,,
WHIP SCORPION-3MG,Rare,Any,Energy,Submachine Gun,15.0,18.0,,58.0,26.0,45.0,67.0,,900.0,,36.0,"['Lightweight Frame', 'Arrowhead Brake', 'Full Bore', 'Steady Rounds', 'Tap the Trigger']",33.0,13.0,92.0,,,,,,,,,
PLEMUSA-B,Rare,Any,Power,Grenade Launcher,,,,36.0,37.0,55.0,19.0,,120.0,,5.0,"['Adaptive Frame', 'Volatile Launch', 'Smart Drift Control', 'Proximity Grenades', 'Auto-Loading Holster']",36.0,13.0,53.0,,,27.0,50.0,,,,,
PLEMUSA-B,Rare,Any,Power,Grenade Launcher,,,,36.0,37.0,55.0,19.0,,120.0,,5.0,"['Adaptive Frame', 'Volatile Launch', 'Smart Drift Control', 'Proximity Grenades', 'Auto-Loading Holster']",36.0,13.0,53.0,,,27.0,50.0,,,,,
STAMPEDE MK.32,Rare,Any,Power,Grenade Launcher,,,,16.0,20.0,25.0,19.0,,150.0,,4.0,"['Rapid-Fire Frame', 'Confined Launch', 'Quick Launch', 'Sticky Grenades', 'Quickdraw']",18.0,13.0,51.0,,,45.0,20.0,,,,,
STAMPEDE MK.32,Rare,Any,Power,Grenade Launcher,,,,16.0,20.0,25.0,19.0,,150.0,,4.0,"['Rapid-Fire Frame', 'Confined Launch', 'Quick Launch', 'Sticky Grenades', 'Quickdraw']",18.0,13.0,51.0,,,45.0,20.0,,,,,
KING COBRA-4FR,Rare,Any,Power,Linear Fusion Rifle,41.0,59.0,,20.0,23.0,56.0,20.0,,,533.0,5.0,"['Precision Frame', 'Hammer-Forged Rifling', 'Smallbore', 'Corkscrew Rifling', 'Particle Repeater', 'Projection Fuse', 'Snapshot Sights']",34.0,25.0,60.0,,,,,,,,,
EXITUS MK.I,Rare,Any,Power,Machine Gun,41.0,37.0,,51.0,41.0,58.0,40.0,,450.0,,50.0,"['Adaptive Frame', 'Smallbore', 'Armor-Piercing Rounds', 'Killing Wind']",29.0,16.0,62.0,,,,,,,,,
CUP-BEARER SA/2,Rare,Any,Power,Rocket Launcher,,,,37.0,38.0,55.0,26.0,,20.0,,1.0,"['Adaptive Frame', 'Hard Launch', 'Linear Compensator', 'High-Velocity Rounds', 'Cluster Bomb']",36.0,20.0,53.0,,,42.0,50.0,,,,,
CUP-BEARER SA/2,Rare,Any,Power,Rocket Launcher,,,,37.0,38.0,55.0,26.0,,20.0,,1.0,"['Adaptive Frame', 'Hard Launch', 'Linear Compensator', 'High-Velocity Rounds', 'Cluster Bomb']",36.0,20.0,53.0,,,42.0,50.0,,,,,
REGINAR-B,Rare,Any,Power,Rocket Launcher,,,,14.0,36.0,25.0,25.0,,10.0,,1.0,"['Quick Launch', 'Countermass', 'Black Powder', 'Field Prep']",36.0,20.0,49.0,,,56.0,30.0,,,,,
REGINAR-B,Rare,Any,Power,Rocket Launcher,,,,14.0,36.0,25.0,25.0,,10.0,,1.0,"['Quick Launch', 'Countermass', 'Black Powder', 'Field Prep']",36.0,20.0,49.0,,,56.0,30.0,,,,,
WEAVER-C,Rare,Any,Power,Rocket Launcher,,,,33.0,29.0,39.0,47.0,,15.0,,1.0,"['Confined Launch', 'Volatile Launch', 'Alloy Casing', 'High-Velocity Rounds', 'Snapshot Sights']",40.0,20.0,76.0,,,59.0,30.0,,,,,
FUTURE IMPERFECT,Rare,Any,Power,Sword,60.0,40.0,,,,,,,,,,"['Adaptive Frame', 'Tempered Edge', 'Hungry Edge', 'Enduring Guard', 'En Garde']",,0.0,,,,,,40.0,0.0,0.0,20.0,59.0
FUTURE IMPERFECT,Rare,Any,Power,Sword,60.0,40.0,,,,,,,,,,"['Adaptive Frame', 'Tempered Edge', 'Hungry Edge', 'Enduring Guard', 'En Garde']",,0.0,,,,,,40.0,0.0,0.0,20.0,59.0
REST FOR THE WICKED,Rare,Any,Power,Sword,60.0,40.0,,,,,,,,,,"['Adaptive Frame', 'Enduring Blade', 'Honed Edge', 'Balanced Guard', ""Assassin's Blade""]",,0.0,,,,,,40.0,0.0,0.0,20.0,58.0
REST FOR THE WICKED,Rare,Any,Power,Sword,60.0,40.0,,,,,,,,,,"['Adaptive Frame', 'Enduring Blade', 'Honed Edge', 'Balanced Guard', ""Assassin's Blade""]",,0.0,,,,,,40.0,0.0,0.0,20.0,58.0
CYDONIA-AR1,Common,Any,Kinetic,Auto Rifle,21.0,36.0,,60.0,51.0,59.0,42.0,,600.0,,40.0,"['Adaptive Frame', 'Fastdraw IS', 'TrueSight IS', 'Flared Magwell']",33.0,16.0,44.0,,,,,,,,,
HOME AGAIN,Common,Any,Kinetic,Auto Rifle,18.0,17.0,,33.0,42.0,66.0,44.0,,720.0,,48.0,"['Rapid-Fire Frame', 'Model 8 Red', 'IS 2 Classic', 'Accurized Rounds']",45.0,16.0,73.0,,,,,,,,,
SUROS THROWBACK,Common,Any,Kinetic,Auto Rifle,29.0,48.0,,34.0,35.0,28.0,42.0,,450.0,,31.0,"['Precision Frame', 'Red Dot-ORS', 'Quickdraw IS', 'Alloy Magazine']",33.0,16.0,65.0,,,,,,,,,
MOS ULTIMA II,Common,Any,Kinetic,Hand Cannon,84.0,33.0,,38.0,34.0,64.0,44.0,,140.0,,10.0,"['Adaptive Frame', 'SteadyHand HCS', 'HitMark HCS', 'Steady Rounds']",44.0,14.0,82.0,,,,,,,,,
ONE EARTH,Common,Any,Kinetic,Hand Cannon,84.0,23.0,,58.0,51.0,80.0,44.0,,140.0,,12.0,"['Adaptive Frame', 'Fastdraw HCS', 'TrueSight HCS', 'High-Caliber Rounds']",29.0,14.0,82.0,,,,,,,,,
PICAYUNE MK. 33,Common,Any,Kinetic,Hand Cannon,92.0,49.0,,20.0,18.0,48.0,46.0,,120.0,,7.0,"['Aggressive Frame', 'TrueSight HCS', 'Crossfire HCS', 'Armor-Piercing Rounds']",14.0,14.0,85.0,,,,,,,,,
PSI FEROX II,Common,Any,Kinetic,Pulse Rifle,27.0,23.0,,60.0,52.0,64.0,43.0,,450.0,,27.0,"['Lightweight Frame', 'Fastdraw IS', 'Red Dot-OAS', 'Tactical Mag']",39.0,17.0,42.0,,,,,,,,,
PSI TERMINA II,Common,Any,Kinetic,Pulse Rifle,29.0,33.0,,34.0,35.0,55.0,46.0,,390.0,,34.0,"['Adaptive Frame', 'Red Dot-OAS', 'Red Dot-ORS', 'Accurized Rounds']",43.0,17.0,66.0,,,,,,,,,
STANDING TALL,Common,Any,Kinetic,Pulse Rifle,33.0,53.0,,20.0,26.0,24.0,46.0,,340.0,,26.0,"['High-Impact Frame', 'Model 8 Red', 'Mark 10 Glass', 'Appended Mag']",40.0,18.0,62.0,,,,,,,,,
TRIUMPH DX-PR,Common,Any,Kinetic,Pulse Rifle,33.0,54.0,,20.0,36.0,39.0,44.0,,340.0,,31.0,"['High-Impact Frame', 'Red Dot Micro', 'Rifle Scope SSF', 'Alloy Magazine']",46.0,18.0,73.0,,,,,,,,,
FARE-THEE-WELL,Common,Any,Kinetic,Scout Rifle,60.0,22.0,,57.0,49.0,61.0,44.0,,200.0,,15.0,"['Lightweight Frame', 'Mark 10 Glass', 'IS 5 Circle', 'Appended Mag']",30.0,20.0,44.0,,,,,,,,,
INVERNESS-SR2,Common,Any,Kinetic,Scout Rifle,62.0,33.0,,35.0,34.0,53.0,43.0,,180.0,,15.0,"['Precision Frame', 'TrueSight IS', 'Red Dot-ORS1', 'Extended Mag']",34.0,20.0,47.0,,,,,,,,,
TRAX ARDA II,Common,Any,Kinetic,Scout Rifle,67.0,60.0,,18.0,28.0,25.0,46.0,,150.0,,11.0,"['High-Impact Frame', 'Ranged Lens RLR5', 'Red Dot-ORS', 'Armor-Piercing Rounds']",14.0,21.0,63.0,,,,,,,,,
JIANGSHI AR1,Common,Any,Energy,Auto Rifle,29.0,48.0,,35.0,34.0,28.0,44.0,,450.0,,30.0,"['Lightweight Frame', 'Jolt PS', 'Flash HS5', 'Alloy Magazine']",33.0,16.0,65.0,,,,,,,,,
EQUINOX TSU,Common,Any,Energy,Fusion Rifle,80.0,47.0,,19.0,18.0,59.0,22.0,,,780.0,5.0,"['Precision Frame', 'Red Dot-ORS', 'Red Dot-ORS1', 'Ionized Battery']",37.0,15.0,65.0,,,,,,,,,
NOX CALYX II,Common,Any,Energy,Fusion Rifle,70.0,27.0,,24.0,28.0,55.0,24.0,,,660.0,5.0,"['Adaptive Frame', 'Fastdraw IS', 'Quickdraw IS', 'Accelerated Coils']",29.0,15.0,52.0,,,,,,,,,
NOX REVE II,Common,Any,Energy,Fusion Rifle,95.0,41.0,,16.0,14.0,53.0,13.0,,,960.0,4.0,"['High-Impact Frame', 'Quickdraw IS', 'Red Dot-ORS', 'Enhanced Battery']",19.0,15.0,63.0,,,,,,,,,
RESILIENT PEOPLE,Common,Any,Energy,Grenade Launcher,,,,58.0,64.0,72.0,55.0,,90.0,,1.0,"['Lightweight Frame', 'Hard Launch', 'Volatile Launch', 'Concussion Grenades']",29.0,13.0,60.0,,,70.0,100.0,,,,,
MINUET-12,Common,Any,Energy,Hand Cannon,84.0,35.0,,39.0,34.0,65.0,43.0,,140.0,,9.0,"['Adaptive Frame', 'SteadyHand HCS', 'TrueSight HCS', 'Ricochet Rounds']",44.0,14.0,84.0,,,,,,,,,
CADENZA-11,Common,Any,Energy,Pulse Rifle,29.0,34.0,,36.0,36.0,55.0,45.0,,390.0,,33.0,"['Adaptive Frame', 'SLO-12 Post', 'SPO-57 Front', 'High-Caliber Rounds']",43.0,17.0,62.0,,,,,,,,,
SEA SCORPION-1SR,Common,Any,Energy,Scout Rifle,45.0,18.0,,15.0,24.0,60.0,46.0,,260.0,,16.0,"['VEIST Rapid-Fire', 'Full Bore', 'Fluted Barrel', 'Tactical Mag']",32.0,20.0,42.0,,,,,,,,,
DED ACUMEN II,Common,Any,Energy,Shotgun,65.0,35.0,,58.0,52.0,40.0,5.0,,90.0,,7.0,"['Lightweight Frame', 'Smallbore', 'Rifled Barrel', 'Flared Magwell']",30.0,12.0,42.0,,,,,,,,,
DED NEMORIS II,Common,Any,Energy,Shotgun,80.0,20.0,,20.0,27.0,23.0,23.0,,55.0,,5.0,"['Aggressive Frame', 'Smoothbore', 'Hammer-Forged Rifling', 'Assault Mag']",13.0,12.0,47.0,,,,,,,,,
HAND IN HAND,Common,Any,Energy,Shotgun,70.0,54.0,,30.0,38.0,64.0,32.0,,65.0,,6.0,"['Precision Frame', 'Rifled Barrel', 'Barrel Shroud', 'Extended Mag']",33.0,12.0,63.0,,,,,,,,,
RECITAL-17,Common,Any,Energy,Sidearm,35.0,18.0,,47.0,34.0,54.0,61.0,,450.0,,15.0,"['Rapid-Fire Frame', 'Tactic SAS', 'Control SAS', 'Accurized Rounds']",55.0,12.0,84.0,,,,,,,,,
VICTOIRE SI2,Common,Any,Energy,Sidearm,75.0,27.0,,48.0,27.0,65.0,41.0,,491.0,,27.0,"['Omolon Adaptive Frame', 'Shortspec SAS', 'QuickDot SAS', 'Steady Rounds']",75.0,12.0,84.0,,,,,,,,,
LUNA NULLIS II,Common,Any,Energy,Sniper Rifle,55.0,25.0,,59.0,51.0,64.0,27.0,,140.0,,5.0,"['Rapid-Fire Frame', 'EagleEye SLR20', 'Shortgaze SLH10', 'Armor-Piercing Rounds']",29.0,35.0,42.0,,,,,,,,,
TRONDHEIM-LR2,Common,Any,Energy,Sniper Rifle,90.0,65.0,,18.0,26.0,38.0,20.0,,72.0,,3.0,"['Aggressive Frame', 'Ambush SLH25', 'Longview SLR10', 'High-Caliber Rounds']",13.0,43.0,66.0,,,,,,,,,
TROUBADOUR,Common,Any,Energy,Sniper Rifle,70.0,40.0,,36.0,33.0,55.0,27.0,,90.0,,4.0,"['Adaptive Frame', 'Zoom 30 Focus', 'Zoom 10 Point', 'Ricochet Rounds']",33.0,40.0,51.0,,,,,,,,,
DAYSTAR SMG2,Common,Any,Energy,Submachine Gun,15.0,16.0,,54.0,22.0,42.0,45.0,,900.0,,35.0,"['Lightweight Frame', 'Flash HS5', 'Torch HS3', 'Tactical Mag']",31.0,13.0,83.0,,,,,,,,,
FORTE-15,Common,Any,Energy,Submachine Gun,20.0,32.0,,42.0,44.0,41.0,34.0,,900.0,,32.0,"['Adaptive Frame', 'SPO-57 Front', 'SPO-28 Front', 'Steady Rounds']",31.0,13.0,84.0,,,,,,,,,
GARETH-C,Common,Any,Power,Grenade Launcher,,,,16.0,21.0,30.0,28.0,,150.0,,5.0,"['Rapid-Fire Frame', 'Volatile Launch', 'Smart Drift Control', 'Sticky Grenades']",24.0,13.0,70.0,,,48.0,20.0,,,,,
HADRIAN-A,Common,Any,Power,Grenade Launcher,,,,60.0,60.0,23.0,50.0,,150.0,,3.0,"['Rapid-Fire Frame', 'Quick Launch', 'Countermass', 'High-Velocity Rounds']",20.0,13.0,45.0,,,55.0,20.0,,,,,
PARA TORUS I,Common,Any,Power,Grenade Launcher,,,,34.0,36.0,55.0,20.0,,120.0,,5.0,"['Adaptive Frame', 'Smart Drift Control', 'Linear Compensator', 'Proximity Grenades']",35.0,13.0,52.0,,,24.0,50.0,,,,,
PENUMBRA GSM,Common,Any,Power,Grenade Launcher,,,,60.0,53.0,66.0,24.0,,100.0,,6.0,"['Precision Frame', 'Confined Launch', 'Countermass', 'Mini Frags']",52.0,13.0,47.0,,,35.0,70.0,,,,,
BUTLER RS/2,Common,Any,Power,Rocket Launcher,,,,58.0,36.0,63.0,16.0,,15.0,,1.0,"['High-Impact Frame', 'Confined Launch', 'Smart Drift Control', 'High-Velocity Rounds']",48.0,20.0,45.0,,,33.0,90.0,,,,,
NASREDDIN,Common,Any,Power,Sword,60.0,40.0,,,,,,,,,,"['Adaptive Frame', 'Jagged Edge', 'Enduring Blade', 'Enduring Guard']",,0.0,,,,,,40.0,0.0,0.0,20.0,56.0
KHVOSTOV 7G-02,Basic,Any,Kinetic,Auto Rifle,21.0,12.0,,32.0,52.0,48.0,57.0,,600.0,,40.0,['Adaptive Frame'],30.0,15.0,70.0,,,,,,,,,
ORIGIN STORY,Basic,Any,Kinetic,Auto Rifle,29.0,57.0,,37.0,41.0,35.0,47.0,,450.0,,32.0,"['Precision Frame', 'Red Dot Micro', 'Appended Mag', 'Rampage']",40.0,16.0,73.0,,,,,,,,,
PARIAH,Basic,Any,Kinetic,Auto Rifle,29.0,50.0,,35.0,36.0,26.0,46.0,,450.0,,31.0,"['Precision Frame', 'Model 6 Loop']",35.0,16.0,64.0,,,,,,,,,
HEADSTRONG,Basic,Any,Kinetic,Hand Cannon,92.0,50.0,,22.0,25.0,47.0,46.0,,120.0,,8.0,"['Aggressive Frame', 'Fastdraw HCS']",15.0,14.0,83.0,,,,,,,,,
LOST AND FOUND,Basic,Any,Kinetic,Pulse Rifle,23.0,20.0,,15.0,24.0,66.0,44.0,,540.0,,32.0,"['Rapid-Fire Frame', 'Model 8 Red']",34.0,17.0,46.0,,,,,,,,,
THISTLE AND YEW,Basic,Any,Kinetic,Scout Rifle,62.0,34.0,,34.0,33.0,51.0,45.0,,180.0,,16.0,"['Precision Frame', 'Mark 10 Glass']",34.0,20.0,50.0,,,,,,,,,
TRAVELER'S CHOSEN,Basic,Any,Kinetic,Sidearm,49.0,35.0,,49.0,33.0,77.0,44.0,,300.0,,15.0,"['Adaptive Frame', 'QuickDot SAS']",61.0,12.0,85.0,,,,,,,,,
TRAVELER'S CHOSEN (DAMAGED),Basic,Any,Kinetic,Sidearm,49.0,35.0,,24.0,27.0,50.0,42.0,,300.0,,9.0,"['Adaptive Frame', 'QuickDot SAS']",40.0,12.0,40.0,,,,,,,,,
STAY AWAY,Basic,Any,Energy,Grenade Launcher,,,,58.0,64.0,70.0,50.0,,90.0,,1.0,"['Lightweight Frame', 'Countermass', 'Blinding Grenades']",18.0,13.0,50.0,,,69.0,100.0,,,,,
HELIOS HC1,Basic,Any,Energy,Hand Cannon,84.0,22.0,,58.0,49.0,78.0,44.0,,140.0,,11.0,"['Adaptive Frame', 'TrueSight HCS']",26.0,14.0,84.0,,,,,,,,,
STUBBORN OAK,Basic,Any,Energy,Shotgun,80.0,17.0,,18.0,27.0,21.0,23.0,,55.0,,5.0,"['Aggressive Frame', 'Full Choke']",14.0,12.0,47.0,,,,,,,,,
SPIDERBITE-1SI,Basic,Any,Energy,Sidearm,43.0,13.0,,57.0,43.0,61.0,24.0,,360.0,,15.0,"['Lightweight Frame', 'Tactic SAS']",33.0,12.0,82.0,,,,,,,,,
THE LAST DANCE,Basic,Any,Energy,Sidearm,75.0,29.0,,52.0,28.0,70.0,45.0,,491.0,,27.0,"['Omolon Adaptive Frame', 'Target SAS', 'Extended Mag', 'Moving Target']",84.0,12.0,97.0,,,,,,,,,
DEAD ZONE RIFLE,Basic,Any,Energy,Sniper Rifle,70.0,38.0,,34.0,34.0,51.0,28.0,,90.0,,4.0,"['Adaptive Frame', 'Zoom 30 Focus']",33.0,40.0,50.0,,,,,,,,,
ETUDE-12,Basic,Any,Energy,Submachine Gun,20.0,31.0,,41.0,43.0,43.0,30.0,,900.0,,32.0,"['Adaptive Frame', 'SLO-21 Post']",31.0,13.0,81.0,,,,,,,,,
SORROW MG2,Basic,Any,Energy,Submachine Gun,15.0,20.0,,48.0,31.0,45.0,50.0,,900.0,,35.0,"['Lightweight Frame', 'Candle PS']",32.0,13.0,86.0,,,,,,,,,
TRAITOR'S FATE,Basic,Any,Power,Sword,60.0,40.0,,,,,,,,,,"['Adaptive Frame', 'Enduring Blade', 'Tempered Edge', 'Burst Guard']",,0.0,,,,,,40.0,0.0,0.0,20.0,62.0
DUALITY,Exotic,Any,Kinetic,Auto Rifle,33.0,100.0,,23.0,24.0,80.0,0.0,,360.0,,39.0,['For Wei'],30.0,24.0,100.0,,,,,,,,,
TOMMY'S MATCHBOOK,Exotic,Any,Kinetic,Auto Rifle,33.0,100.0,,23.0,24.0,80.0,0.0,,360.0,,39.0,['For Wei'],30.0,24.0,100.0,,,,,,,,,
WITHERHOARD,Exotic,Any,Kinetic,Auto Rifle,33.0,100.0,,23.0,24.0,80.0,0.0,,360.0,,39.0,['For Wei'],30.0,24.0,100.0,,,,,,,,,
TICUU'S DIVINATION,Exotic,Any,Kinetic,Combat Bow,100.0,100.0,,23.0,24.0,80.0,0.0,,0.0,,20.0,['For Wei'],30.0,24.0,100.0,,,,,,,,,
ERIANA'S VOW,Exotic,Any,Kinetic,Hand Cannon,100.0,100.0,,23.0,24.0,80.0,0.0,,90.0,,6.0,['For Wei'],30.0,24.0,100.0,,,,,,,,,
ERIANA'S VOW,Exotic,Any,Kinetic,Hand Cannon,100.0,100.0,,23.0,24.0,80.0,0.0,,90.0,,6.0,['For Wei'],30.0,24.0,100.0,,,,,,,,,
SYMMETRY,Exotic,Any,Kinetic,Scout Rifle,100.0,100.0,,23.0,24.0,80.0,0.0,,150.0,,12.0,['For Wei'],30.0,24.0,100.0,,,,,,,,,
THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,,21.0,54.0,80.0,30.0,,150.0,,10.0,[],19.0,20.0,100.0,,,,,,,,,
THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,,21.0,54.0,80.0,30.0,,150.0,,10.0,[],19.0,20.0,100.0,,,,,,,,,
THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,,21.0,54.0,80.0,30.0,,150.0,,10.0,[],19.0,20.0,100.0,,,,,,,,,
THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,,21.0,54.0,80.0,30.0,,150.0,,10.0,[],19.0,20.0,100.0,,,,,,,,,
THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,,21.0,54.0,80.0,30.0,,150.0,,10.0,[],19.0,20.0,100.0,,,,,,,,,
THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,,21.0,54.0,80.0,30.0,,150.0,,10.0,[],19.0,20.0,100.0,,,,,,,,,
THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,,21.0,54.0,80.0,30.0,,150.0,,10.0,[],19.0,20.0,100.0,,,,,,,,,
THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,,21.0,54.0,80.0,30.0,,150.0,,10.0,[],19.0,20.0,100.0,,,,,,,,,
THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,,21.0,54.0,80.0,30.0,,150.0,,10.0,[],19.0,20.0,100.0,,,,,,,,,
THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,,21.0,54.0,80.0,30.0,,150.0,,10.0,[],19.0,20.0,100.0,,,,,,,,,
PROMETHEUS LENS,Exotic,Any,Energy,Trace Rifle,,,,,,,,,,,,[],,,,,,,,,,,,
BRAYTECH WEREWOLF,Legendary,Any,Kinetic,Auto Rifle,29.0,69.0,,39.0,42.0,47.0,55.0,15.0,450.0,,34.0,"['Precision Frame', 'Hammer-Forged Rifling', 'Extended Mag', 'Compulsive Reloader', 'Kill Clip', 'Precision Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag', 'Under Pressure', 'Slideshot', 'Dynamic Sway Reduction', 'Pugilist', 'Well-Rounded', 'Compulsive Reloader', 'Subsistence', 'Gutshot Straight', 'Vorpal Weapon', 'Under-Over', 'Tap the Trigger', 'Kill Clip', 'Swashbuckler', 'Osmosis']",41.0,16.0,74.0,,,,,,,,,
